X,y
"(MoO,4);(MoO2,29);(MoO,5)","(MoO2,3);(MoO,205)"
"(MoO,5);(MoO2,8);(MoO,368)","(MoO2S,15);(MoO,212)"
"(MoO,23);(MoO2,2);(MoO,20)","(Mo,5);(MoO,197)"
"(MoO,4);(MoOS2,13);(MoO,12)","(MoO2,3);(MoO,213)"
"(MoO,113);(MoO2,45);(MoO,4)","(MoO2,67);(MoO,214)"
"(MoO,56);(MoO2S,2);(MoO,56)","(MoO2S,4);(MoO,199)"
"(MoOS,1);(MoOS2,1);(MoS,3)","(MoOS,1);(MoO,203)"
"(MoO3,1);(MoO2,46);(MoO,6)","(MoO2,3);(MoO,222)"
"(MoO2,72);(MoO,150);(MoOS,3)","(MoO2,1);(MoO,214)"
"(MoO,236);(MoO2S,2);(MoO,118)","(MoO2S,17);(MoO,227)"
"(Mo,42);(MoOS,3);(Mo,1)","(MoS,60);(MoO,225)"
"(MoOS2,3);(MoO,60);(MoO2S,3)","(MoOS,1);(MoO,211)"
"(Mo3O9S2,8);(Mo,2);(MoO2,2)","(Mo,1);(MoO,206)"
"(MoO3,12);(MoO2,29);(MoO,2)","(MoO2,5);(MoO,196)"
"(MoO3,2);(MoO2,11);(MoO,2)","(MoO2,36);(MoO,213)"
"(Mo3O9S2,11);(MoO3,1);(MoO2S2,9)","(MoO2S,5);(MoO,273)"
"(Mo3O9S2,4);(Mo3O9,2);(Mo3O9S2,14)","(MoO2,18);(MoO,246)"
"(MoO3,4);(MoO2,88);(MoO,7)","(MoO2S,7);(MoO,237)"
"(MoO,2);(MoO2,23);(MoO,62)","(MoO2S,12);(MoO,260)"
"(MoO3,1);(MoO2,2);(MoO3,4)","(MoO2,33);(MoO,262)"
"(MoO,2);(MoO2,5);(MoO,2)","(MoO2,13);(MoO,241)"
"(MoO3,5);(MoO2,2);(MoO,6)","(MoO2,110);(MoO,265)"
"(MoS,12);(MoO,3);(MoS2,12)","(MoOS2,2);(MoO,260)"
"(MoO3,9);(MoO2,47);(MoO,156)","(MoO2S,4);(MoO,234)"
"(MoOS2,2);(MoO2,4);(MoO,2)","(MoO2,15);(MoO,267)"
"(MoO3,6);(MoO2,33);(MoOS,45)","(MoO2,3);(MoO,240)"
"(MoO,37);(MoOS,3);(MoO,80)","(MoOS2,2);(MoO,255)"
"(Mo3O9S2,4);(Mo3O9,2);(Mo3O9S2,14)","(MoO2,18);(MoO,246)"
"(MoOS,187);(MoO2S,1);(MoO,57)","(MoOS2,2);(MoO,251)"
"(Mo3O9S2,13);(MoO3,3);(MoO,1)","(MoO2,57);(MoO,260)"
"(MoO2,28);(MoO,2);(MoO2,6)","(Mo,1);(MoO,275)"
"(MoOS,187);(MoO2S,1);(MoO,57)","(MoOS2,2);(MoO,251)"
"(MoO2S,2);(MoO,25);(MoOS2,1)","(MoS,40);(MoO,239)"
"(MoO2,5);(MoO2S2,1);(MoOS,122)","(MoO2S,1);(MoO,264)"
"(MoO3,4);(MoO2,21);(MoO,2)","(MoO2,6);(MoO,244)"
"(MoO3,1);(MoO2,4);(MoO3,4)","(MoO2,162);(MoO,291)"
"(MoO,3);(MoO2,26);(MoO,3)","(MoO2,41);(MoO,284)"
"(MoO,2);(MoO2,23);(MoO,2)","(MoO2,2);(MoO,297)"
"(MoO,44);(MoO2,2);(MoO,2)","(Mo,6);(MoO,282)"
"(MoOS2,5);(MoS,2);(MoOS2,312)","(MoO2S,9);(MoO,333)"
"(MoO3,14);(MoO,9);(MoO2S,1)","(MoO2,1);(MoO,321)"
"(MoO,2);(MoO2,34);(MoO,5)","(MoO2,15);(MoO,309)"
"(MoO,2);(MoO2,15);(MoO,2)","(MoO2,33);(MoO,289)"
"(MoO2,55);(MoO,2);(MoO2,3)","(MoO2S,3);(MoO,314)"
"(Mo3O9S2,22);(MoO2,23);(MoO,2)","(MoO2,52);(MoO,333)"
"(MoO,55);(MoO2S,4);(MoO,103)","(MoOS2,5);(MoO,288)"
"(MoOS,17);(MoOS3,3);(MoOS,72)","(Mo,569);(MoO,323)"
"(MoO,129);(MoO2S,15);(MoO,3)","(MoO2S,13);(MoO,295)"
"(MoO,7);(MoO2,9);(MoO,2)","(MoO2,4);(MoO,296)"
"(MoO3,1);(MoO2,17);(MoO,117)","(MoO2S,4);(MoO,320)"
"(MoO2S2,1);(MoO2,16);(MoO,4)","(MoO2,18);(MoO,309)"
"(Mo3O9S2,18);(MoO2,44);(MoOS,47)","(MoO2S,1);(MoO,297)"
"(MoO3,1);(MoO2,46);(MoO,2)","(MoO2,18);(MoO,301)"
"(MoOS,7);(Mo,5);(MoO,189)","(MoO2S,9);(MoO,310)"
"(Mo3O9S2,7);(MoO2,1);(MoO3,6)","(MoO2,18);(MoO,329)"
"(Mo3O9S2,3);(MoO3,6);(MoO2,65)","(MoO3,1);(MoO,405)"
"(MoS,214);(MoOS2,2);(MoS,89)","(MoOS2,8);(MoO,349)"
"(MoO,7);(MoO2,2);(MoO,3)","(MoO2,7);(MoO,406)"
"(MoO,6);(MoO2,10);(MoO,2)","(MoO2,8);(MoO,404)"
"(MoO,2);(MoO2,5);(MoO,14)","(MoS,13);(MoO,348)"
"(Mo3O9S2,11);(MoO2,8);(MoO,143)","(MoOS2,8);(MoO,404)"
"(MoOS2,41);(MoOS,181);(MoOS2,2)","(MoOS,53);(MoO,355)"
"(MoO,3);(MoO2,5);(MoO,69)","(MoO2S,3);(MoO,377)"
"(MoO,42);(MoO2,33);(MoO,37)","(MoO2S,2);(MoO,382)"
"(MoO3,4);(MoO2,156);(MoOS,16)","(MoO2S,1);(MoO,344)"
"(MoO3,4);(MoO2,310);(MoO2S2,12)","(MoOS,66);(MoO,351)"
"(MoO,175);(MoO2S,9);(MoO,147)","(MoO2S,3);(MoO,375)"
"(MoO,26);(MoOS2,5);(MoS,150)","(MoOS,1);(MoO,391)"
"(MoO2S,17);(MoOS3,38);(MoS2,175)","(MoOS2,5);(MoO,367)"
"(MoOS,1);(MoOS2,1);(MoS,56)","(MoOS2,61);(MoO,348)"
"(Mo3O9S2,11);(MoO2,8);(MoO,143)","(MoOS2,8);(MoO,404)"
"(MoS,2);(MoO2,29);(MoO,6)","(MoO2,2);(MoO,374)"
"(MoO3,7);(MoO2,72);(MoO,4)","(MoO2,7);(MoO,351)"
"(MoO,2);(MoO2,36);(MoO,64)","(MoO2S,3);(MoO,375)"
"(MoOS2,4);(MoO,133);(MoS,1)","(MoOS2,3);(MoO,387)"
"(MoO3,1);(MoO2,112);(MoO,2)","(MoO2,23);(MoO,447)"
"(MoS2,32);(MoS4,89);(MoOS4,1)","(MoOS2,3);(MoO,475)"
"(MoO2S2,2);(MoOS,94);(MoOS3,4)","(MoOS,16);(MoO,430)"
"(MoO,2);(MoO2,12);(MoO,99)","(MoO2S,3);(MoO,461)"
"(MoO,3);(MoS2,16);(Mo,3)","(MoS,12);(MoO,492)"
"(MoO3,3);(MoO2,117);(MoO,6)","(MoO2,7);(MoO,425)"
"(Mo3O9S2,23);(MoO2,7);(MoO,3)","(MoO2,21);(MoO,498)"
"(MoO,32);(MoO2S,2);(MoO,2)","(MoO2S,4);(MoO,470)"
"(MoS2,25);(MoOS2,1);(MoO,200)","(MoO2S,7);(MoO,420)"
"(MoO3,7);(MoO2,5);(MoO2S2,2)","(MoO2S,7);(MoO,488)"
"(Mo3O9S2,23);(MoO2,7);(MoO,3)","(MoO2,21);(MoO,498)"
"(MoS2,25);(MoOS2,1);(MoO,200)","(MoO2S,7);(MoO,420)"
"(MoO3,3);(MoO2,117);(MoO,6)","(MoO2,7);(MoO,425)"
"(MoO3,3);(MoO2,29);(MoO,4)","(MoO2,42);(MoO,481)"
"(Mo3O9S2,10);(MoO2,26);(MoO,5)","(MoO2,5);(MoO,440)"
"(MoO,20);(MoO2S,7);(MoO,4)","(MoO2S,111);(MoO,440)"
"(MoO,3);(MoO2S,10);(Mo,1)","(MoOS,616);(MoO,483)"
"(MoO2S2,2);(MoOS,94);(MoOS3,4)","(MoOS,16);(MoO,430)"
"(MoO,95);(MoO2,35);(MoO,46)","(MoO2S,15);(MoO,413)"
"(MoO,7);(Mo,2);(MoO,6)","(Mo,2);(MoO,426)"
"(MoO2S,11);(MoO,53);(MoO2,46)","(MoO,8);(MoO2,12)"
"(Mo3O9,3);(MoO3,4);(MoO2,74)","(MoO,5);(MoO2,12)"
"(MoO2,113);(MoO,2);(MoO2,6)","(MoO,2);(MoO2,10)"
"(MoO2,9);(MoO,2);(MoO2,3)","(MoO,3);(MoO2,10)"
"(MoO2,29);(MoO,97);(MoO2,23)","(MoO,2);(MoO2,10)"
"(MoO2,144);(MoO,1);(MoOS,1)","(MoO2S,1);(MoO2,10)"
"(MoO2,76);(MoO2S2,2);(MoO2,97)","(MoO,2);(MoO2,10)"
"(MoO2,161);(MoO,2);(MoO2,18)","(MoO,2);(MoO2,10)"
"(MoO2,23);(MoO,4);(MoO2,15)","(MoO,3);(MoO2,12)"
"(MoO2,15);(MoO,6);(MoO2,9)","(MoO,2);(MoO2,10)"
"(MoO2,21);(MoO,2);(MoO2,58)","(MoO,2);(MoO2,11)"
"(Mo3O9S2,8);(MoO3,7);(MoO2,97)","(MoO,2);(MoO2,12)"
"(MoO2,5);(MoO,2);(MoO2,4)","(MoO,2);(MoO2,11)"
"(MoO2,87);(MoO,3);(MoO2,4)","(MoO,2);(MoO2,10)"
"(MoO2,115);(MoO,2);(MoO2,4)","(MoO,3);(MoO2,10)"
"(MoO2,56);(MoO,5);(MoO2,9)","(MoO,2);(MoO2,11)"
"(MoO2,69);(MoO,8);(MoO2,5)","(MoO,3);(MoO2,10)"
"(MoO2,15);(MoO,2);(MoO2,48)","(MoO,2);(MoO2,10)"
"(MoO2,8);(MoO,3);(MoO2,4)","(MoO,2);(MoO2,10)"
"(MoO2,6);(MoO,3);(MoO2,4)","(Mo,8);(MoO2,10)"
"(MoO2,30);(MoO,4);(MoO2,5)","(MoO,2);(MoO2,13)"
"(MoO2,80);(MoO,2);(MoO2,23)","(MoO,5);(MoO2,13)"
"(MoO2,4);(MoO3,5);(MoO2,49)","(MoO,4);(MoO2,13)"
"(MoO,14);(MoO2S,102);(MoO2,20)","(MoO,2);(MoO2,13)"
"(MoO2,30);(MoO,4);(MoO2,5)","(MoO,2);(MoO2,13)"
"(MoO2,39);(MoO,2);(MoO2,24)","(MoO3,4);(MoO2,13)"
"(Mo3O9S2,3);(Mo3O9,2);(Mo3O9S2,11)","(MoO3,10);(MoO2,14)"
"(MoO2S2,2);(MoO,1);(MoO2,21)","(MoO,2);(MoO2,14)"
"(Mo3O9S2,5);(MoO3,9);(MoO2,204)","(MoO,5);(MoO2,13)"
"(MoO2,17);(MoO,2);(MoO2,18)","(MoO,3);(MoO2,14)"
"(MoO2,13);(MoO,2);(MoO2,5)","(MoO,2);(MoO2,13)"
"(MoS3,36);(MoOS,402);(MoO2,31)","(MoO,2);(MoO2,14)"
"(MoO2,116);(MoO,6);(MoO2,14)","(MoO,2);(MoO2,14)"
"(Mo3O9S2,5);(MoO2,2);(MoO,1)","(MoO3,7);(MoO2,13)"
"(MoO2,65);(MoO3,2);(MoO2,19)","(MoO,2);(MoO2,13)"
"(MoO2,25);(MoO,2);(MoO2,52)","(MoO,2);(MoO2,14)"
"(Mo3O9S2,10);(MoO2,1);(MoO3,10)","(MoO,1);(MoO2,14)"
"(MoO2,48);(MoO,2);(MoO2,10)","(MoO,2);(MoO2,13)"
"(MoO2,4);(MoO,10);(MoO2,3)","(MoO,2);(MoO2,14)"
"(MoOS,95);(MoOS2,1);(MoO2,21)","(MoO,2);(MoO2,13)"
"(MoO2,44);(MoO,2);(MoO2,11)","(MoO,2);(MoO2,16)"
"(MoO2,5);(MoO,100);(MoO2,2)","(MoO,2);(MoO2,16)"
"(MoOS2,1);(MoS,8);(MoS3,70)","(MoS2,12);(MoO2,17)"
"(MoO2,46);(MoO,5);(MoO2,57)","(MoO,2);(MoO2,15)"
"(MoO3,3);(MoO2,10);(MoO2S,46)","(MoO,2);(MoO2,17)"
"(MoO2,125);(MoO,4);(MoO2,7)","(MoO,2);(MoO2,15)"
"(MoO2,63);(MoO,17);(MoO2,8)","(MoO,2);(MoO2,17)"
"(Mo3O9,4);(MoO3,2);(MoO2,44)","(MoO,2);(MoO2,15)"
"(MoS3,319);(MoS5,15);(MoS3,29)","(Mo,1);(MoO2,17)"
"(MoS2,8);(MoS3,10);(MoS,2)","(MoS2,19);(MoO2,16)"
"(MoO2,9);(MoO,2);(MoO2,10)","(MoO,2);(MoO2,16)"
"(MoO2,8);(MoO,3);(MoO2,28)","(MoO,2);(MoO2,17)"
"(MoO2,8);(MoO,3);(MoO2,28)","(MoO,2);(MoO2,17)"
"(Mo3O9,23);(MoO3,3);(MoO2,24)","(MoO,2);(MoO2,16)"
"(MoO2,17);(MoO,2);(MoO2,52)","(MoO,2);(MoO2,17)"
"(MoO2,5);(MoO3,6);(MoO2,89)","(MoO,2);(MoO2,17)"
"(MoO2,15);(MoO,3);(MoO2,12)","(MoO,2);(MoO2,15)"
"(MoS4,13);(MoS2,5);(Mo2S6,69)","(Mo,17);(MoO2,15)"
"(MoO2,16);(MoO,2);(MoO2,5)","(MoO,3);(MoO2,15)"
"(MoO2,64);(MoO,3);(MoO2,57)","(MoO,2);(MoO2,17)"
"(MoO2,3);(MoO,2);(MoO2,34)","(MoO,8);(MoO2,18)"
"(MoO2,3);(MoO,3);(MoO2,10)","(MoO,2);(MoO2,19)"
"(MoO2,52);(MoO,127);(MoO2,2)","(MoO,5);(MoO2,19)"
"(MoO2,2);(MoO3,7);(MoO2,19)","(MoO,3);(MoO2,21)"
"(Mo,14);(MoO,14);(MoO2,8)","(MoO,5);(MoO2,18)"
"(MoO2,74);(MoO,4);(MoO2,5)","(MoO,5);(MoO2,20)"
"(MoO2,22);(MoO,3);(MoO2,11)","(MoO,8);(MoO2,19)"
"(MoO2,10);(MoO,4);(MoO2,4)","(MoO,2);(MoO2,18)"
"(MoO2,12);(MoO,2);(MoO2,7)","(MoO,2);(MoO2,20)"
"(MoO2,2);(MoO,4);(MoO2,15)","(MoO,2);(MoO2,19)"
"(MoO2,1);(MoO3,2);(MoO2,17)","(MoO,2);(MoO2,21)"
"(MoO2,3);(MoO,23);(MoO2,10)","(MoO,1);(MoO2,20)"
"(MoO2,2);(Mo,7);(MoO2,18)","(Mo,4);(MoO2,18)"
"(MoO2,18);(MoO,2);(MoO2,10)","(MoO,2);(MoO2,18)"
"(MoO2,104);(MoO,5);(MoO2,34)","(MoO,2);(MoO2,20)"
"(MoO2,25);(MoO,3);(MoO2,14)","(MoO,2);(MoO2,18)"
"(MoO2,4);(MoO,5);(MoO2,16)","(MoO,4);(MoO2,20)"
"(MoO2,3);(MoO2S2,1);(MoO2S,6)","(MoO,15);(MoO2,21)"
"(MoO2,2);(MoO,4);(MoO2,65)","(MoO3,2);(MoO2,19)"
"(MoO2,25);(MoO,2);(MoO2,8)","(MoO,2);(MoO2,21)"
"(MoO2,6);(MoO3,4);(MoO2,42)","(MoO3,6);(MoO2,25)"
"(MoO,17);(Mo,7);(MoO,58)","(MoO2S,6);(MoO2,22)"
"(MoO,1);(MoO3,1);(MoO2,5)","(MoO,2);(MoO2,25)"
"(MoO2,24);(MoO,344);(MoO2S,19)","(MoO,69);(MoO2,24)"
"(MoOS,147);(MoOS3,6);(MoO2,156)","(MoO,2);(MoO2,23)"
"(Mo3O9S2,11);(MoO,1);(MoO2,21)","(MoO,7);(MoO2,23)"
"(MoO2,5);(Mo,5);(MoO2,8)","(Mo,3);(MoO2,25)"
"(MoO2,41);(MoO3,8);(MoO2,30)","(MoO,3);(MoO2,22)"
"(MoO,156);(MoO2S,4);(MoO,234)","(MoO2S,10);(MoO2,23)"
"(MoO3,97);(MoO,48);(MoO2,35)","(MoO,2);(MoO2,24)"
"(Mo3O9S2,5);(MoO3,3);(MoO2,43)","(MoO,8);(MoO2,25)"
"(MoO2,99);(MoO,2);(MoO2,15)","(MoO,2);(MoO2,24)"
"(MoO2,3);(MoO,2);(MoO2,41)","(MoO,3);(MoO2,24)"
"(MoO2,62);(MoO,2);(MoO2,10)","(MoO,4);(MoO2,26)"
"(MoO2,12);(MoO,2);(MoO2,15)","(MoO,3);(MoO2,26)"
"(MoS3,198);(MoO2S,1);(MoO2,35)","(MoOS,4);(MoO2,24)"
"(MoO3,159);(MoO2S,20);(MoOS,6)","(MoS,3);(MoO2,24)"
"(Mo3O9S2,8);(MoO3,4);(MoO2,26)","(MoO3,7);(MoO2,25)"
"(MoO2,62);(MoO,2);(MoO2,10)","(MoO,4);(MoO2,26)"
"(Mo3O9S2,8);(MoO,1);(MoO2,66)","(MoO,2);(MoO2,25)"
"(Mo3O9S2,11);(MoO,2);(MoO2,20)","(MoO,3);(MoO2,30)"
"(MoO2,2);(MoO3,4);(MoO2,36)","(MoO,2);(MoO2,32)"
"(MoOS,359);(MoO2,67);(MoO,215)","(MoO2S,8);(MoO2,27)"
"(MoO,2);(MoO2,44);(MoO,83)","(MoOS2,1);(MoO2,27)"
"(MoO2,15);(MoO2S2,6);(MoOS,16)","(MoO3,1);(MoO2,29)"
"(MoO2,47);(MoO,2);(MoO2,4)","(MoO,2);(MoO2,27)"
"(MoO2,76);(MoOS2,1);(MoOS,23)","(MoOS2,27);(MoO2,30)"
"(MoO2,24);(MoO,2);(MoO2,2)","(MoO,2);(MoO2,30)"
"(MoOS2,5);(MoS,243);(MoS3,36)","(MoOS,402);(MoO2,31)"
"(MoO2,24);(MoO3,1);(MoO2,2)","(MoO3,2);(MoO2,31)"
"(MoO2,30);(MoO,2);(MoO2,52)","(MoO,3);(MoO2,31)"
"(MoO3,17);(MoO2,2);(MoO3,1)","(MoO,1);(MoO2,32)"
"(MoO2,11);(Mo,3);(MoO2,4)","(Mo,2);(MoO2,30)"
"(MoOS2,3);(MoO,86);(MoO2,4)","(MoO,121);(MoO2,30)"
"(MoOS,359);(MoO2,67);(MoO,215)","(MoO2S,8);(MoO2,27)"
"(MoOS2,14);(MoS,2);(MoOS2,26)","(MoOS,1);(MoO2,30)"
"(MoO2,89);(MoO,3);(MoO2,28)","(MoO,2);(MoO2,29)"
"(MoO2,35);(MoO,2);(MoO2,4)","(MoO,2);(MoO2,30)"
"(MoS,25);(MoS2,1);(MoOS2,15)","(MoOS,18);(MoO2,27)"
"(MoO,4);(MoO2S,66);(MoO,2)","(MoO2S,10);(MoO2,31)"
"(MoO2,74);(MoO,5);(MoO2,48)","(MoO,3);(MoO2,37)"
"(Mo3O9S2,12);(MoO,3);(MoO2,15)","(MoO,3);(MoO2,33)"
"(Mo3O9S2,9);(MoO3,1);(MoO2,290)","(MoO3,3);(MoO2,33)"
"(MoO2,2);(MoO3,5);(MoO2,59)","(MoO,10);(MoO2,33)"
"(MoO2,1);(MoO2S2,3);(MoO2,1)","(MoOS,223);(MoO2,37)"
"(MoOS2,17);(MoO,1);(MoS,1)","(MoOS2,126);(MoO2,39)"
"(MoO2,114);(MoO,2);(MoO2,16)","(MoO,2);(MoO2,35)"
"(MoO2,50);(MoO,2);(MoO2,70)","(MoO,2);(MoO2,34)"
"(MoO2,16);(MoO,4);(MoO2,20)","(MoO,2);(MoO2,33)"
"(MoS2,44);(MoS,65);(MoS3,26)","(MoO2S2,1);(MoO2,39)"
"(MoO,3);(MoO3,5);(MoO2,23)","(MoO,2);(MoO2,35)"
"(MoO2,24);(MoO,2);(MoO2,14)","(MoO,9);(MoO2,37)"
"(MoO2,4);(Mo,8);(MoO2,10)","(Mo,4);(MoO2,37)"
"(MoOS4,25);(MoOS2,6);(MoO2,8)","(MoO,2);(MoO2,33)"
"(Mo3O9,1);(MoO3,4);(MoO,4)","(MoO3,3);(MoO2,33)"
"(MoO2,158);(MoO,2);(MoO2,8)","(MoO,2);(MoO2,37)"
"(MoO2,9);(MoO,4);(MoO2,40)","(MoO,2);(MoO2,34)"
"(MoO2,91);(MoO,56);(MoO2,136)","(MoO,3);(MoO2,36)"
"(MoO,3);(MoO3,5);(MoO,10)","(MoO3,3);(MoO2,39)"
"(MoO2,47);(MoO,6);(MoO2,3)","(MoO,2);(MoO2,34)"
"(MoO,3);(MoO3,4);(MoO2,21)","(MoO,2);(MoO2,41)"
"(Mo3O9S2,16);(Mo,1);(MoO2,6)","(MoO,8);(MoO2,43)"
"(MoO,171);(MoO2,15);(MoO2S2,1)","(MoOS,1);(MoO2,41)"
"(MoO2S2,12);(MoOS,16);(MoO2,102)","(MoO3,4);(MoO2,43)"
"(MoO2S,1);(Mo,3);(MoO2,25)","(Mo,2);(MoO2,45)"
"(MoO2,64);(MoO,3);(MoO2,183)","(MoO,2);(MoO2,44)"
"(MoO,18);(MoOS2,153);(MoOS,6)","(MoOS2,6);(MoO2,46)"
"(Mo3O9S2,12);(MoO,20);(Mo,4)","(MoO,20);(MoO2,45)"
"(MoO,3);(MoO2,3);(MoO,3)","(MoO3,1);(MoO2,42)"
"(Mo3O9S2,12);(MoO,20);(Mo,4)","(MoO,20);(MoO2,45)"
"(MoOS,144);(MoOS3,10);(MoOS2,1)","(MoOS,9);(MoO2,40)"
"(MoOS,144);(MoOS3,10);(MoOS2,1)","(MoOS,9);(MoO2,40)"
"(MoO2,3);(MoO3,6);(MoO2,35)","(MoO,2);(MoO2,47)"
"(MoO2,63);(MoO2S2,2);(MoOS,90)","(MoO2S,2);(MoO2,46)"
"(MoO2,38);(Mo,2);(MoO2,18)","(Mo,6);(MoO2,42)"
"(MoO2,50);(MoO,2);(MoO2,18)","(MoO,2);(MoO2,42)"
"(Mo3O9S2,9);(MoO,2);(MoO2,1)","(MoO3,6);(MoO2,41)"
"(MoO,1);(MoO3,1);(MoO2,2)","(MoO3,4);(MoO2,41)"
"(MoO2,404);(MoO,5);(MoO2,76)","(MoO,2);(MoO2,44)"
"(MoO2,23);(MoO,2);(MoO2,4)","(MoO,2);(MoO2,46)"
"(MoO2,2);(MoO,2);(MoO2,4)","(MoO,2);(MoO2,54)"
"(MoO2,44);(MoO,7);(MoO2,4)","(MoO3,2);(MoO2,48)"
"(MoO2,95);(MoO,3);(MoO2,147)","(MoO,2);(MoO2,53)"
"(MoO2,122);(MoO,2);(MoO2,4)","(MoO,2);(MoO2,58)"
"(MoO2,2);(MoO,2);(MoO2,2)","(MoO,2);(MoO2,55)"
"(MoO2,43);(MoOS,36);(MoOS3,8)","(MoOS,23);(MoO2,56)"
"(MoO2,52);(MoO,3);(MoO2,31)","(MoO,4);(MoO2,52)"
"(MoO2,20);(MoO3,2);(MoO2,9)","(MoO,2);(MoO2,52)"
"(MoO2,55);(MoO,2);(MoO2,101)","(MoO,2);(MoO2,51)"
"(Mo3O9S2,10);(MoO3,2);(MoO2,48)","(MoO,67);(MoO2,51)"
"(MoO2,3);(MoO,69);(MoOS2,7)","(MoO3,4);(MoO2,57)"
"(MoO2,4);(MoO3,6);(MoO2,77)","(MoO,2);(MoO2,49)"
"(MoO2,50);(MoO3,2);(MoO2,60)","(MoO,2);(MoO2,49)"
"(Mo3O9S2,24);(MoO3,5);(MoO2,45)","(MoO,3);(MoO2,49)"
"(MoOS,2);(MoO2S2,54);(MoOS,255)","(MoO2S,1);(MoO2,53)"
"(MoOS,133);(MoO2,6);(MoOS,3)","(MoS,10);(MoO2,52)"
"(MoO2,106);(MoO,39);(MoO2,12)","(MoO,4);(MoO2,53)"
"(MoO2S2,25);(MoS2,7);(MoO2,8)","(MoO2S,2);(MoO2,54)"
"(MoO2,6);(MoO,2);(MoO2,7)","(MoO,2);(MoO2,50)"
"(Mo,140);(MoO2,1);(MoO,52)","(MoO2S,7);(MoO2,52)"
"(MoO,3);(MoO3,15);(MoO2,20)","(MoO,2);(MoO2,67)"
"(Mo3O9S2,13);(MoO,4);(MoO2,8)","(MoO,2);(MoO2,59)"
"(MoO2,74);(MoO,5);(MoO2,12)","(MoO,2);(MoO2,69)"
"(MoO2,8);(MoO,139);(MoO2,74)","(MoO,3);(MoO2,69)"
"(MoO2,1);(MoO3,4);(MoO2,134)","(MoOS,277);(MoO2,67)"
"(Mo3O9S2,17);(MoO3,1);(MoO2,80)","(MoO2S2,3);(MoO2,66)"
"(MoS,4);(MoS2,6);(MoOS2,511)","(MoO2S,17);(MoO2,69)"
"(MoO2S2,1);(MoOS2,1);(MoO2,48)","(MoO,2);(MoO2,68)"
"(MoO2,87);(MoO,11);(MoO2,3)","(MoO,2);(MoO2,67)"
"(MoO2,71);(MoO,2);(MoO2,3)","(MoO,150);(MoO2,61)"
"(MoO2,3);(MoO,2);(MoO2,20)","(MoO,2);(MoO2,64)"
"(MoOS2,21);(MoS,4);(MoOS2,17)","(MoO2S2,1);(MoO2,60)"
"(Mo3O9S2,16);(MoO,8);(MoO2,2)","(MoO,2);(MoO2,60)"
"(Mo3O9S2,4);(Mo3O9,2);(Mo3O9S2,14)","(MoO3,3);(MoO2,59)"
"(MoO2,46);(MoO,2);(MoO2,173)","(MoO,2);(MoO2,62)"
"(MoO2,17);(MoO2S2,2);(MoO2,57)","(MoO2S2,3);(MoO2,65)"
"(MoO2,6);(MoO,8);(MoO2,2)","(MoO,2);(MoO2,70)"
"(MoO2,17);(MoO,2);(MoO2,21)","(MoO,4);(MoO2,59)"
"(MoO2,21);(MoO,2);(MoO2,14)","(MoO,2);(MoO2,61)"
"(MoO2S2,15);(MoOS,101);(MoS,5)","(MoOS,4);(MoO2,66)"
"(MoO2,7);(MoO,7);(MoO2,39)","(MoO,52);(MoO2,72)"
"(MoO2,45);(MoO,4);(MoO2,26)","(MoO,2);(MoO2,79)"
"(MoO3,3);(MoO,1);(MoO2,9)","(MoO,2);(MoO2,78)"
"(MoO2,88);(MoO,6);(MoO2,70)","(MoO,2);(MoO2,83)"
"(MoOS2,3);(MoS,23);(MoS2,92)","(MoO2S2,1);(MoO2,75)"
"(MoO2,22);(MoO,2);(MoO2,12)","(MoO,2);(MoO2,71)"
"(MoO2,56);(MoO,2);(MoO2,206)","(MoO3,2);(MoO2,85)"
"(MoO3,1);(MoO2,79);(MoOS,78)","(MoO2S,1);(MoO2,76)"
"(MoOS2,3);(MoS,23);(MoS2,92)","(MoO2S2,1);(MoO2,75)"
"(MoO2,68);(MoO,7);(MoO2,4)","(MoO,3);(MoO2,76)"
"(Mo3O9S2,18);(MoO2,5);(MoO,6)","(MoO3,2);(MoO2,84)"
"(MoO2,6);(MoO,2);(MoO2,22)","(MoO,6);(MoO2,83)"
"(Mo3O9S2,18);(MoO2,5);(MoO,6)","(MoO3,2);(MoO2,84)"
"(Mo3O9S2,14);(MoO3,1);(MoO2,60)","(MoO,2);(MoO2,77)"
"(MoO2,133);(MoO,2);(MoO2,18)","(MoO,4);(MoO2,84)"
"(MoO3,3);(MoO2,34);(MoO,1)","(MoO3,6);(MoO2,74)"
"(MoO2,161);(MoO3,2);(MoO2,51)","(MoO,2);(MoO2,76)"
"(Mo3O9S2,8);(MoO2,14);(MoO2S,1)","(MoOS,2);(MoO2,72)"
"(MoO2,1);(MoO,1);(MoO2,52)","(MoO,74);(MoO2,74)"
"(MoO2,68);(MoO,7);(MoO2,4)","(MoO,3);(MoO2,76)"
"(MoOS,34);(MoOS3,3);(MoOS,24)","(MoO,1);(MoO2,97)"
"(MoO2,66);(MoO,2);(MoO2,44)","(MoO2S,2);(MoO2,100)"
"(MoO2,4);(MoO,4);(MoO2,44)","(MoO,4);(MoO2,97)"
"(MoO2,4);(MoO,2);(MoO2,15)","(MoO,267);(MoO2,90)"
"(MoO2,2);(MoO3,6);(MoO2,23)","(MoO,2);(MoO2,92)"
"(MoO,69);(MoO2S,3);(MoO2,125)","(MoO2S2,2);(MoO2,101)"
"(MoO,24);(MoO2S,9);(MoO2,33)","(MoO,4);(MoO2,93)"
